Fuel_Type,body_type,kms_driven,transmission_type,owner_No,manufacturer,model,Manufacture_year,price,Insurance Validity,Mileage,Engine,Max Power,Torque,Seats
4,3,83887.0,1,1,20,151,2017,455000.0,2,20.89,1197.0,81.8,113.0,5
1,3,150000.0,1,1,9,84,2015,475000.0,5,21.19,1396.0,88.73,219.66,5
1,5,39000.0,0,1,30,256,2021,2800000.0,2,12.0,2393.0,148.0,360.0,7
4,9,23000.0,0,1,9,80,2018,975000.0,2,17.0,1591.0,121.3,151.0,5
4,9,80000.0,1,1,9,80,2017,750000.0,5,17.0,1591.0,121.3,151.0,5
4,3,34000.0,0,1,20,142,2016,484999.99999999994,2,23.1,998.0,67.04,90.0,5
4,3,29973.0,1,1,20,142,2017,459999.99999999994,2,23.1,998.0,67.04,90.0,5
4,9,30000.0,1,1,8,58,2021,1265000.0,5,18.6,1498.0,119.35,145.0,5
1,3,80805.0,1,2,9,84,2016,567000.0,2,21.19,1396.0,88.73,219.66,5
4,3,26235.0,1,1,29,242,2020,619000.0,2,23.84,1199.0,83.83,114.0,5
4,9,95963.0,1,0,8,58,2017,630000.0,5,17.8,1497.0,117.3,145.0,5
4,8,83294.0,1,1,9,68,2018,835000.0,2,15.8,1591.0,121.3,151.0,5
1,8,17963.0,1,2,16,113,2021,1703000.0,4,17.41,1956.0,167.68,350.0,5
4,3,102696.0,1,1,20,139,2019,635000.0,2,21.4,1197.0,83.1,115.0,5
1,3,57206.0,1,2,9,83,2019,635000.0,2,22.54,1396.0,88.76,224.0,5
1,3,120000.0,1,2,6,51,2013,300000.0,5,20.0,1399.0,68.05,160.0,5
4,3,81829.0,1,1,9,83,2017,657000.0,2,18.6,1197.0,81.83,114.7,5
4,3,54395.0,1,2,20,142,2014,390000.0,4,25.24,998.0,65.71,89.0,5
1,9,50000.0,1,1,29,244,2019,620000.0,5,24.7,1047.0,69.0,140.0,5
4,9,70000.0,1,2,31,260,2017,465000.00000000006,5,17.0,1198.0,73.75,110.0,5
4,3,36000.0,1,1,9,83,2015,590000.0,2,18.6,1197.0,81.83,114.7,5
1,8,125000.0,1,2,10,87,2016,950000.0,2,12.08,2999.0,161.0,360.0,7
1,9,75000.0,0,2,21,172,2018,2150000.0,2,17.9,2143.0,136.0,300.0,5
1,9,45007.0,0,1,21,174,2018,4600000.0,2,16.1,1950.0,191.76,400.0,5
4,9,49617.0,1,1,8,54,2016,490000.00000000006,2,19.5,1199.0,88.76,110.0,5
4,9,57782.0,1,1,30,249,2016,620000.0,2,16.78,1496.0,88.73,132.0,5
1,9,38000.0,0,1,28,223,2015,1950000.0,2,17.2,1968.0,138.03,320.0,5
1,9,110000.0,0,3,1,14,2008,680000.0,5,11.5,2993.0,235.0,51.0,5
4,3,22066.0,1,2,8,61,2018,594000.0,4,18.7,1199.0,88.7,110.0,5
4,3,65707.0,1,1,9,83,2016,536000.0,2,18.6,1197.0,81.83,114.7,5
4,3,89488.0,1,1,20,142,2015,365000.0,5,23.1,998.0,67.04,90.0,5
4,3,88663.0,0,2,20,151,2017,544000.0,2,20.89,1197.0,81.8,113.0,5
4,3,31679.0,1,1,29,242,2020,566000.0,2,23.84,1199.0,83.83,114.0,5
4,3,68178.0,1,1,9,72,2013,420000.0,2,18.9,1197.0,82.0,114.0,5
4,9,61279.0,1,2,8,58,2017,748000.0,2,17.8,1497.0,117.3,145.0,5
4,9,8963.0,1,1,8,54,2021,880000.0000000001,2,18.6,1199.0,88.76,110.0,5
4,9,80281.0,1,1,20,159,2017,616000.0,5,21.21,1197.0,81.8,113.0,5
4,8,50580.0,1,1,16,113,2020,1554000.0,4,14.16,1451.0,141.0,250.0,5
4,3,21000.0,0,1,22,188,2014,2100000.0,2,19.23,1598.0,98.0,153.0,5
1,8,55000.0,0,1,0,6,2016,2175000.0,2,15.73,1968.0,174.33,380.0,5
1,8,70000.0,0,2,21,181,2018,4200000.0,5,17.9,2143.0,201.15,500.0,5
4,8,58000.0,0,1,0,7,2019,4300000.0,2,8.5,1984.0,248.0,370.0,5
4,9,65224.0,1,1,31,269,2018,725000.0,2,16.09,1598.0,103.2,153.0,5
4,3,120000.0,1,1,20,154,2010,275000.0,5,21.1,1197.0,85.8,114.0,5
1,8,42001.0,0,1,1,20,2018,5750000.0,2,15.97,2993.0,258.0,560.0,5
4,9,30316.0,1,1,20,159,2017,635000.0,2,19.0,1197.0,85.8,114.0,5
1,9,64000.0,0,3,21,174,2013,1800000.0,2,13.0,2143.0,204.0,500.0,5
1,9,40000.0,0,1,32,272,2015,1900000.0,2,9.0,1984.0,181.0,400.0,5
4,3,100526.0,1,1,20,158,2017,509999.99999999994,2,22.38,1197.0,88.5,113.0,5
4,3,17273.0,1,1,20,158,2021,817000.0,2,22.38,1197.0,88.5,113.0,5
1,8,107737.0,1,1,20,157,2018,850000.0,5,23.65,1248.0,88.5,200.0,5
4,8,111586.0,1,2,6,47,2016,539000.0,2,15.85,1499.0,110.4,140.0,5
4,3,73369.0,0,2,20,139,2017,538000.0,4,21.4,1197.0,83.1,115.0,5
4,3,63697.0,1,1,20,136,2012,235000.0,2,19.7,796.0,46.3,62.0,5
4,3,45224.0,1,1,9,83,2018,666000.0,2,18.6,1197.0,81.83,114.7,5
1,3,110701.0,1,2,6,51,2010,210000.0,2,20.0,1399.0,68.0,160.0,5
4,3,49124.0,1,2,20,163,2016,413000.0,4,20.51,998.0,67.04,90.0,5
4,9,96861.0,1,1,20,159,2016,505000.0,2,22.41,1197.0,88.5,113.0,5
4,3,64636.0,1,2,9,82,2009,300000.0,2,20.36,1197.0,78.9,111.8,5
1,9,134000.0,0,1,0,4,2014,890000.0,5,17.68,1968.0,174.33,380.0,5
4,3,20000.0,1,1,20,134,2002,140000.0,2,16.1,796.0,37.0,59.0,4
4,8,14118.0,0,1,27,211,2022,810000.0,2,19.03,999.0,71.01,96.0,5
4,8,36000.0,0,2,6,47,2018,725000.0,2,14.8,1497.0,121.36,150.0,5
4,8,10000.0,0,1,28,218,2022,1755000.0,2,17.2,999.0,113.98,178.0,5
4,8,50000.0,1,1,13,99,2019,1050000.0,5,16.8,1497.0,113.43,144.0,5
4,8,30000.0,1,1,30,258,2021,1000000.0,5,17.03,1462.0,103.26,138.0,5
4,9,29000.0,0,1,28,221,2018,850000.0,5,14.84,1598.0,103.2,153.0,5
4,3,55940.0,1,2,9,83,2014,508000.0,5,18.6,1197.0,81.83,114.7,5
1,9,115915.0,1,2,8,58,2018,851000.0,4,25.6,1498.0,97.9,200.0,5
4,3,1000.0,0,1,27,210,2022,625000.0,2,22.3,999.0,67.06,91.0,5
4,3,96184.0,0,2,8,61,2016,560000.0,2,19.0,1199.0,88.7,110.0,5
4,3,87780.0,1,1,9,82,2014,335000.0,2,19.81,1086.0,68.05,99.04,5
4,3,118921.0,1,1,9,83,2015,445000.0,2,18.6,1197.0,81.83,114.7,5
1,8,73834.0,1,2,6,47,2019,830000.0000000001,2,23.0,1498.0,98.96,205.0,5
4,3,38514.0,1,1,20,139,2016,630000.0,2,21.4,1197.0,83.1,115.0,5
4,9,74401.0,1,2,20,159,2016,527000.0,2,22.41,1197.0,88.5,113.0,5
4,8,40000.0,0,1,9,68,2020,1320000.0,5,16.8,1353.0,138.12,242.0,5
4,3,9000.0,1,1,20,158,2022,860000.0,2,22.38,1197.0,88.5,113.0,5
4,8,50000.0,1,1,9,68,2017,766000.0,5,15.29,1591.0,121.3,151.0,5
4,9,40000.0,1,1,20,159,2020,610000.0,5,22.41,1197.0,88.5,113.0,5
1,9,80000.0,0,3,28,221,2015,475000.0,5,21.66,1498.0,103.52,250.0,5
4,3,82000.0,1,2,9,72,2014,390000.0,5,18.9,1197.0,82.0,114.0,5
4,9,32947.0,0,1,9,67,2020,680000.0,2,20.1,1197.0,81.86,113.8,5
4,9,25000.0,1,1,9,80,2018,855000.0000000001,2,17.0,1591.0,121.3,151.0,5
4,5,10000.0,1,1,20,165,2022,1200000.0,5,19.01,1462.0,103.2,138.0,6
4,9,8413.0,1,1,28,222,2022,1786000.0,6,18.72,1498.0,147.52,250.0,5
4,3,34460.0,1,1,9,83,2016,614000.0,2,18.6,1197.0,81.83,114.7,5
4,9,33886.0,1,1,20,159,2010,340000.0,2,17.5,1298.0,85.8,114.0,5
4,3,57910.0,1,2,9,84,2016,558000.0,5,17.19,1197.0,81.86,114.73,5
4,5,46233.0,1,2,27,215,2020,650000.0,2,20.0,999.0,71.01,96.0,7
4,9,60000.0,0,1,8,58,2017,950000.0,2,18.3,1498.0,119.35,145.0,5
4,3,48979.0,1,1,20,158,2021,710000.0,4,22.38,1197.0,88.5,113.0,5
4,8,42000.0,0,1,16,113,2019,1700000.0,2,13.96,1451.0,141.0,250.0,5
1,8,106165.0,1,1,6,47,2016,684000.0,2,22.77,1498.0,98.59,205.0,5
4,3,91261.0,1,1,4,36,2018,309000.0,4,22.7,799.0,53.64,72.0,5
4,3,36711.0,1,1,20,142,2018,500000.0,2,21.63,998.0,67.05,90.0,5
4,9,9000.0,0,1,1,13,2021,5500000.0,2,15.3,1998.0,254.79,400.0,5
4,3,30428.0,1,0,20,139,2018,650000.0,5,21.4,1197.0,83.1,115.0,5
4,3,49791.0,1,1,27,210,2018,360000.0,2,23.01,999.0,67.0,91.0,5
1,8,40000.0,1,1,16,114,2021,1875000.0,5,16.65,1956.0,167.67,350.0,6
4,9,40000.0,1,2,9,81,2014,450000.0,5,19.1,1197.0,82.0,114.0,5
4,3,50000.0,0,2,20,139,2018,660000.0,5,21.4,1197.0,83.1,115.0,5
1,8,60000.0,1,1,20,162,2019,950000.0,5,24.3,1248.0,88.5,200.0,5
4,9,60000.0,1,1,31,260,2017,500000.0,5,17.0,1198.0,74.0,110.0,5
1,8,70000.0,0,1,6,48,2017,2390000.0,5,12.62,2198.0,158.0,385.0,7
4,3,107158.0,1,2,20,163,2014,361000.0,5,20.51,998.0,67.04,90.0,5
4,3,90811.0,1,1,9,72,2019,549000.0,5,18.9,1197.0,81.86,113.75,5
4,3,76454.0,1,3,6,51,2012,210000.0,2,15.6,1196.0,70.0,102.0,5
4,3,57464.0,1,1,20,158,2021,704000.0,4,22.38,1197.0,88.5,113.0,5
4,9,95072.0,1,1,8,54,2019,729000.0,2,19.5,1199.0,88.76,110.0,5
4,9,51789.0,0,1,8,58,2014,700000.0,2,18.0,1497.0,117.3,145.0,5
4,3,56028.0,1,2,9,83,2018,619000.0,4,18.6,1197.0,81.83,114.7,5
4,9,60000.0,1,1,8,58,2017,725000.0,5,17.8,1497.0,117.3,145.0,5
4,3,36460.0,1,1,9,73,2020,621000.0,6,20.7,1197.0,81.86,113.8,5
4,9,103249.0,1,1,8,54,2020,685000.0,6,19.5,1199.0,88.76,110.0,5
4,9,45568.0,1,1,8,58,2021,950000.0,5,18.6,1498.0,119.35,145.0,5
1,8,130000.0,0,1,6,48,2017,1850000.0,2,12.62,2198.0,158.0,385.0,7
1,8,60000.0,1,1,16,114,2021,1850000.0,5,16.65,1956.0,167.67,350.0,6
1,9,100521.0,1,1,28,221,2013,409999.99999999994,2,20.5,1598.0,103.5,250.0,5
4,9,42709.0,1,1,31,260,2019,570000.0,2,19.44,999.0,75.0,95.0,5
1,8,150000.0,1,2,17,126,2016,550000.0,5,18.49,1493.0,100.0,240.0,7
4,9,100000.0,1,1,8,58,2015,600000.0,5,17.4,1497.0,117.3,145.0,5
1,9,120000.0,1,3,31,262,2009,225999.99999999997,5,15.0,1896.0,105.0,25.5,5
4,9,30000.0,0,1,9,70,2018,1350000.0,2,14.62,1999.0,149.92,192.2,5
1,9,70000.0,0,1,1,11,2016,2600000.0,5,22.69,1995.0,190.0,400.0,5
4,3,104279.0,1,1,9,72,2014,365000.0,5,18.9,1197.0,82.0,114.0,5
4,3,73321.0,1,1,9,84,2018,707000.0,2,17.19,1197.0,81.86,114.73,5
4,9,50000.0,1,1,9,80,2017,800000.0,5,17.0,1591.0,121.3,151.0,5
4,3,34279.0,1,1,9,75,2018,520000.0,6,20.3,1086.0,68.0,99.0,5
4,3,55040.0,1,2,9,83,2016,602000.0,2,18.6,1197.0,81.83,114.7,5
1,9,39000.0,0,2,9,80,2018,1050000.0,2,22.0,1582.0,126.2,259.87,5
1,3,104336.0,1,2,9,83,2014,546000.0,2,22.54,1396.0,88.73,219.7,5
1,9,45000.0,0,3,32,274,2019,3475000.0,2,18.0,1969.0,190.0,400.0,5
4,9,69617.0,1,1,8,58,2020,1188000.0,4,18.6,1498.0,119.35,145.0,5
4,3,47429.0,1,1,9,83,2016,621000.0,2,18.6,1197.0,81.83,114.7,5
4,3,67000.0,1,1,20,158,2015,515000.00000000006,2,21.21,1197.0,81.8,113.0,5
4,3,80000.0,1,1,31,264,2016,600000.0,5,16.2,1199.0,74.0,110.0,5
4,3,27000.0,1,1,31,264,2018,775000.0,2,18.78,999.0,75.0,95.0,5
1,8,56000.0,1,2,6,47,2016,645000.0,2,22.77,1498.0,98.59,205.0,5
4,9,33379.0,1,1,8,54,2018,650000.0,2,18.6,1199.0,88.76,110.0,5
1,9,80000.0,1,1,20,144,2017,700000.0,5,28.09,1248.0,88.5,200.0,5
4,9,90000.0,1,1,9,81,2016,437000.0,5,19.1,1197.0,82.0,114.0,5
4,9,50197.0,1,1,9,81,2015,459999.99999999994,5,19.1,1197.0,82.0,114.0,5
4,9,80000.0,1,2,9,65,2012,250000.0,5,16.36,1495.0,93.7,124.6,5
4,3,60611.0,1,0,8,61,2016,520000.0,5,18.7,1199.0,88.7,110.0,5
4,8,61120.0,1,3,6,47,2017,566000.0,5,15.85,1499.0,110.4,140.0,5
4,3,55415.0,1,1,27,210,2019,403000.0,5,23.01,999.0,67.0,91.0,5
1,8,52000.0,0,1,11,89,2018,4950000.0,2,16.38,1999.0,177.0,430.0,5
4,3,48579.0,1,1,8,61,2015,517000.0,2,18.7,1199.0,88.7,110.0,5
4,9,59532.0,1,2,9,81,2016,449000.0,5,19.1,1197.0,82.0,114.0,5
4,9,200300.0,1,2,8,58,2014,455000.0,2,17.0,1497.0,118.0,146.0,5
4,9,113231.0,1,1,31,262,2014,643000.0,4,14.69,1390.0,120.3,200.0,5
1,8,106338.0,1,2,17,126,2018,705000.0,2,18.49,1493.0,100.0,240.0,7
1,3,40629.0,1,1,29,225,2021,889000.0,4,23.64,1497.0,88.77,200.0,5
1,9,73341.0,0,2,20,159,2016,621000.0,5,26.59,1248.0,74.0,190.0,5
1,9,39001.0,0,2,1,11,2011,1400000.0,2,22.69,1995.0,190.0,400.0,5
4,9,81532.0,1,1,8,58,2014,630000.0,2,17.4,1497.0,117.6,145.0,5
4,9,108818.0,1,1,8,58,2015,530000.0,5,17.4,1497.0,117.6,145.0,5
4,3,35419.0,1,1,20,139,2017,678000.0,5,21.01,1197.0,81.8,113.0,5
1,9,80000.0,0,2,21,171,2011,1200000.0,5,19.71,1496.0,201.15,500.0,5
1,9,100000.0,1,2,27,209,2014,524000.0,5,20.4,1461.0,108.45,240.0,5
1,9,12000.0,0,1,0,3,2014,2150000.0,2,17.11,1968.0,174.33,380.0,5
1,9,70001.0,1,1,9,80,2011,675000.0,2,22.32,1582.0,126.32,259.8,5
1,9,61331.0,1,1,9,81,2014,470000.0,2,24.4,1120.0,71.01,180.4,5
1,9,51438.0,1,1,8,54,2014,530000.0,5,25.8,1498.0,98.6,200.0,5
4,3,67988.0,1,1,9,75,2019,463000.0,2,20.3,1086.0,68.0,99.0,5
4,3,36032.0,0,2,8,61,2019,727000.0,6,18.2,1199.0,88.7,110.0,5
4,9,114883.0,1,1,8,58,2015,515000.00000000006,2,17.4,1497.0,117.6,145.0,5
4,9,88584.0,1,1,20,159,2016,547000.0,6,22.41,1197.0,88.5,113.0,5
1,3,97419.0,1,2,20,154,2012,307000.0,5,23.2,1248.0,73.94,190.0,5
4,8,70000.0,0,1,1,18,2019,4800000.0,5,13.17,1998.0,248.08,350.0,5
1,8,106498.0,1,2,6,47,2015,529000.0,2,22.7,1498.0,89.84,204.0,5
4,8,70000.0,0,1,1,18,2019,4800000.0,5,13.17,1998.0,248.08,350.0,5
1,3,68177.0,1,2,20,158,2016,624000.0,2,25.2,1248.0,74.0,190.0,5
4,9,27524.0,1,1,28,222,2022,1816000.0,6,18.72,1498.0,147.52,250.0,5
1,8,75471.0,1,1,20,157,2017,850000.0,2,23.65,1248.0,88.5,200.0,5
4,9,8000.0,1,1,8,54,2021,745000.0,2,18.6,1199.0,88.5,110.0,5
1,8,20000.0,0,1,3,33,2022,3000000.0,5,18.6,1997.0,174.33,400.0,5
4,3,60730.0,1,1,20,138,2017,310000.0,2,23.95,998.0,67.05,90.0,5
4,9,44494.0,1,2,20,159,2016,495000.0,2,20.85,1197.0,83.14,115.0,5
4,5,20000.0,1,1,20,146,2017,800000.0,5,17.5,1373.0,91.1,130.0,7
1,8,45673.0,0,1,29,237,2019,825000.0,2,21.5,1497.0,108.5,260.0,5
1,8,26000.0,1,1,30,252,2020,3575000.0,2,14.24,2755.0,174.5,420.0,7
4,9,51878.0,1,1,9,80,2017,774000.0,4,17.01,1591.0,121.3,154.9,5
4,3,56747.0,0,1,24,198,2017,525000.0,4,19.15,1198.0,75.94,104.0,5
4,3,38000.0,1,1,20,158,2018,600000.0,2,20.4,1197.0,81.8,113.0,5
4,3,76457.0,1,2,9,83,2016,582000.0,6,18.6,1197.0,81.83,114.7,5
4,3,78880.0,1,2,8,61,2017,551000.0,2,18.7,1199.0,88.7,110.0,5
4,9,19593.0,1,1,20,159,2015,525000.0,2,20.85,1197.0,83.14,115.0,5
4,3,84429.0,1,1,9,83,2016,583000.0,6,18.6,1197.0,81.83,114.7,5
1,3,27599.0,1,1,9,83,2021,825000.0,5,25.0,1493.0,98.63,240.26,5
4,5,76898.0,1,1,27,215,2020,670000.0,6,20.0,999.0,71.01,96.0,7
4,3,119070.0,1,2,31,264,2013,396000.0,2,16.47,1198.0,73.9,110.0,5
4,9,32199.0,1,1,20,159,2017,590000.0,5,20.85,1197.0,83.14,115.0,5
4,3,85607.0,1,1,29,242,2016,400000.0,2,23.84,1199.0,84.0,114.0,5
4,3,30000.0,1,1,20,139,2019,700000.0,5,21.4,1197.0,83.1,115.0,5
1,8,80000.0,1,1,17,126,2017,700000.0,5,18.49,1493.0,100.0,240.0,7
4,3,45429.0,0,1,8,61,2016,595000.0,2,19.0,1199.0,88.7,110.0,5
4,3,9000.0,1,1,27,210,2019,459999.99999999994,2,22.25,799.0,53.26,72.0,5
4,3,31000.0,1,1,20,137,2019,395000.0,2,24.7,796.0,47.3,69.0,5
1,3,81488.0,1,1,31,264,2013,434999.99999999994,2,20.14,1498.0,88.8,230.0,5
4,3,94439.0,1,1,31,264,2019,666000.0,4,18.78,999.0,75.0,95.0,5
4,3,98481.0,1,3,20,158,2013,380000.0,5,22.38,1197.0,88.5,113.0,5
4,3,20000.0,1,1,20,139,2018,700000.0,5,21.4,1197.0,83.1,115.0,5
1,9,100894.0,0,2,31,269,2016,692000.0,2,22.15,1498.0,108.6,250.0,5
1,3,86215.0,1,1,20,158,2016,590000.0,5,25.2,1248.0,74.0,190.0,5
4,3,98115.0,1,2,31,264,2017,520000.0,4,16.2,1199.0,74.0,110.0,5
4,9,47125.0,1,1,20,159,2019,695000.0,5,17.5,1298.0,85.8,114.0,5
4,3,4453.0,1,1,20,163,2022,607000.0,4,23.56,1197.0,88.5,113.0,5
4,8,9991.0,1,1,29,238,2022,688000.0,4,20.09,1199.0,86.63,115.0,5
4,3,4564.0,1,1,20,163,2021,660000.0,2,18.9,998.0,67.1,90.0,5
1,3,108713.0,1,1,6,51,2012,250000.0,2,20.0,1399.0,68.0,160.0,5
4,9,13000.0,1,1,8,58,2021,1245000.0,2,18.6,1498.0,119.35,145.0,5
4,8,55450.0,1,2,8,64,2017,575000.0,2,17.5,1199.0,88.7,110.0,5
4,8,49000.0,1,1,9,68,2016,844999.9999999999,2,13.0,1591.0,121.3,151.0,5
4,9,86694.0,1,1,9,81,2015,405000.0,2,20.14,1197.0,81.86,113.75,5
1,9,150000.0,1,2,20,159,2013,300000.0,5,23.4,1248.0,74.0,190.0,5
4,9,25284.0,1,0,8,58,2019,925000.0,5,17.4,1497.0,117.6,145.0,5
4,3,30000.0,1,1,30,253,2021,750000.0,5,21.01,1197.0,81.8,113.0,5
1,9,109000.0,0,2,1,11,2015,1300000.0,5,18.88,1995.0,184.0,380.0,5
4,5,4605.0,1,1,13,97,2022,1714000.0,2,16.2,1353.0,138.05,242.0,6
4,8,49218.0,1,1,13,100,2020,927999.9999999999,2,18.2,998.0,118.36,172.0,5
4,9,45568.0,1,1,8,58,2021,950000.0,2,18.6,1498.0,119.35,145.0,5
4,8,36035.0,1,1,29,238,2022,702000.0,4,20.09,1199.0,86.63,115.0,5
1,8,45242.0,1,1,17,130,2020,844999.9999999999,2,20.1,1497.0,115.05,300.0,5
1,8,38000.0,0,2,14,103,2018,3475000.0,2,12.51,2179.0,187.7,420.0,7
4,3,52979.0,0,1,29,242,2019,513000.0,2,23.84,1199.0,83.83,114.0,5
1,9,67130.0,1,2,8,54,2015,570000.0,5,24.7,1498.0,98.63,200.0,5
4,8,19595.0,1,1,8,55,2018,851000.0,2,15.4,1497.0,117.3,145.0,7
1,9,15000.0,0,1,1,13,2022,5790000.0,2,19.62,1995.0,187.4,400.0,5
4,3,67558.0,1,1,20,142,2014,370000.0,2,23.1,998.0,67.04,90.0,5
4,8,40000.0,1,1,9,66,2021,1900000.0,5,14.5,1999.0,156.9,191.0,6
4,3,55664.0,1,1,31,264,2014,459999.99999999994,2,16.47,1198.0,74.0,110.0,5
4,3,55664.0,1,1,31,264,2014,459999.99999999994,5,16.47,1198.0,74.0,110.0,5
1,3,109324.0,1,1,9,83,2013,365000.0,2,21.9,1396.0,90.0,22.4,5
1,8,118008.0,0,1,28,217,2018,2600000.0,2,16.25,1968.0,148.0,340.0,7
1,8,72000.0,1,1,27,208,2016,790000.0,2,19.72,1461.0,108.45,245.0,5
1,3,86630.0,1,1,20,158,2013,450000.0,2,22.9,1248.0,74.0,190.0,5
4,3,82476.0,1,1,20,163,2014,370000.0,2,20.51,998.0,67.04,90.0,5
4,3,27749.0,0,2,9,73,2019,665000.0,4,20.7,1197.0,81.86,113.8,5
4,8,21609.0,0,1,9,79,2020,1036000.0,4,18.15,998.0,118.35,171.6,5
4,9,89609.0,1,1,8,58,2019,875000.0,5,16.0,1493.0,106.0,13.5,5
1,3,83556.0,1,2,6,52,2019,539000.0,2,24.4,1498.0,98.63,215.0,5
4,8,31513.0,1,1,29,238,2022,847000.0000000001,4,20.09,1199.0,86.63,115.0,5
4,9,45939.0,1,1,8,58,2016,755000.0,5,17.4,1497.0,117.6,145.0,5
4,3,40531.0,1,1,29,242,2020,496000.0,5,19.01,1199.0,84.82,113.0,5
1,5,120000.0,1,3,17,116,2009,375000.0,5,13.6,2523.0,63.0,180.0,7
4,8,17663.0,0,1,20,162,2020,1009000.0,4,18.76,1462.0,103.26,138.0,5
4,3,77706.0,1,3,9,72,2013,339000.0,4,18.9,1197.0,82.0,114.0,5
1,8,49000.0,0,1,0,8,2016,4900000.0,2,14.75,2967.0,245.0,600.0,7
1,8,60000.0,0,1,32,276,2019,6800000.0,2,17.2,1969.0,235.0,480.0,7
1,9,35000.0,0,1,1,11,2018,3400000.0,2,20.37,1995.0,187.74,400.0,5
1,8,54000.0,0,1,11,89,2018,5000000.0,2,16.38,1999.0,177.0,430.0,5
4,9,110000.0,1,1,8,63,2010,519000.00000000006,5,12.8,2354.0,177.6,222.0,5
1,8,135000.0,0,2,0,8,2013,2150000.0,2,12.07,2967.0,241.4,550.0,7
1,9,80000.0,0,1,0,3,2012,1450000.0,2,17.11,1968.0,174.33,380.0,5
1,8,72020.0,1,1,20,157,2018,825000.0,5,23.65,1248.0,88.5,200.0,5
1,5,98000.0,1,1,30,256,2017,1850000.0,2,13.68,2393.0,147.8,343.0,7
4,3,36385.0,1,0,20,136,2007,165000.0,5,19.7,796.0,46.3,62.0,5
1,8,4259.0,1,1,9,66,2022,1991000.0,4,20.4,1493.0,113.98,250.0,7
1,8,12925.0,0,1,29,228,2021,1994000.0000000002,4,14.6,1956.0,167.67,350.0,5
4,8,27000.0,0,1,31,266,2022,1645000.0,2,17.88,1498.0,147.51,250.0,5
4,8,27425.0,1,2,29,237,2019,719000.0,2,17.0,1198.0,108.5,170.0,5
4,3,13126.0,0,1,20,142,2021,633000.0,6,26.0,998.0,65.71,89.0,5
4,5,57000.0,1,1,20,146,2018,799000.0,5,19.34,1462.0,103.0,138.0,7
4,3,24500.0,0,2,20,139,2020,861000.0,2,21.4,1197.0,83.1,115.0,5
4,9,40000.0,1,1,20,159,2020,610000.0,5,22.41,1197.0,88.5,113.0,5
4,5,27216.0,1,1,27,215,2021,749000.0,6,20.0,999.0,71.01,96.0,7
4,3,12060.0,1,1,29,242,2021,648000.0,2,19.01,1199.0,84.82,113.0,5
1,9,150000.0,1,1,20,159,2009,250000.0,5,19.3,1248.0,73.9,190.0,5
4,3,46931.0,1,2,9,69,2012,265000.0,2,21.1,814.0,55.2,74.5,5
4,3,60000.0,1,1,31,264,2014,490000.00000000006,2,16.47,1198.0,73.9,110.0,5
4,8,45787.0,1,1,13,99,2020,1590000.0,5,16.5,1353.0,138.08,242.0,5
4,9,80000.0,1,2,29,232,2009,113999.99999999999,5,14.4,1396.0,65.0,100.0,5
1,9,44000.0,1,1,8,54,2014,475000.0,2,25.8,1498.0,98.6,200.0,5
4,9,4786.0,0,1,8,54,2020,973000.0,5,18.3,1199.0,88.76,110.0,5
4,3,39024.0,1,1,9,83,2018,630000.0,2,18.6,1197.0,81.83,114.7,5
4,9,6000.0,0,1,1,13,2022,5850000.0,2,15.3,1998.0,254.79,400.0,5
4,3,40000.0,1,1,29,235,2014,150000.0,5,25.4,624.0,37.5,51.0,4
4,8,114386.0,1,1,9,68,2018,827000.0,5,15.8,1591.0,121.3,151.0,5
4,5,27369.0,1,1,27,215,2022,715000.0,4,20.0,999.0,71.01,96.0,7
1,5,58000.0,1,1,30,256,2019,2100000.0,2,13.68,2393.0,147.51,343.0,7
4,3,16561.0,1,2,9,72,2019,569000.0,2,18.9,1197.0,81.86,113.75,5
4,3,23328.0,1,1,27,210,2021,490000.00000000006,2,21.74,999.0,67.0,91.0,5
4,3,16473.0,1,1,20,155,2020,484999.99999999994,2,21.7,998.0,65.71,89.0,5
4,3,46375.0,1,2,8,56,2017,451999.99999999994,4,18.5,1198.0,86.8,109.0,5
4,3,16473.0,1,1,20,155,2020,484999.99999999994,2,21.7,998.0,65.71,89.0,5
4,3,91799.0,0,1,20,139,2017,622000.0,2,21.4,1197.0,83.1,115.0,5
4,3,38919.0,1,3,9,83,2016,554000.0,2,18.6,1197.0,81.83,114.7,5
4,3,70235.0,1,1,20,163,2016,375000.0,2,18.9,998.0,67.1,90.0,5
4,9,3989.0,0,1,8,54,2020,967000.0,5,18.3,1199.0,88.76,110.0,5
1,9,91773.0,1,1,8,54,2015,475000.0,2,24.7,1498.0,98.63,200.0,5
4,3,60000.0,1,2,20,137,2019,320000.0,5,22.05,796.0,47.33,69.0,5
4,9,28906.0,1,1,8,54,2018,695000.0,2,18.6,1199.0,88.76,110.0,5
1,3,150000.0,1,1,20,142,2016,350000.0,5,27.62,793.0,47.0,125.0,5
4,3,70000.0,1,3,9,83,2009,250000.0,5,17.0,1197.0,80.0,11.4,5
1,8,70000.0,1,1,17,131,2017,1250000.0,2,16.0,2179.0,140.0,330.0,7
4,3,43428.0,1,1,20,137,2014,260000.0,5,22.74,796.0,47.3,69.0,5
1,3,67000.0,1,1,2,24,2013,285000.0,2,25.44,936.0,57.6,150.0,5
4,3,70528.0,0,1,20,139,2017,616000.0,2,21.4,1197.0,83.1,115.0,5
