Fuel_Type,body_type,kms_driven,transmission_type,owner_No,manufacturer,model,Manufacture_year,price,Insurance Validity,Mileage,Engine,Max Power,Torque,Seats
Diesel,Hatchback,50000.0,Manual,1,Maruti,Maruti Swift,2015,430000.0,Third Party insurance,25.2,1248.0,74.0,190.0,5
Petrol,Minivans,10000.0,Manual,1,Maruti,Maruti Eeco,2021,530000.0,Third Party insurance,16.11,1196.0,72.41,98.0,7
Petrol,Hatchback,20000.0,Manual,1,Volkswagen,Volkswagen Polo,2022,1075000.0,Third Party insurance,18.24,999.0,108.62,175.0,5
Petrol,Sedan,60000.0,Manual,2,Hyundai,Hyundai Verna,2017,750000.0,Third Party insurance,17.0,1591.0,121.3,151.0,5
Petrol,Hatchback,64235.0,Manual,2,Hyundai,Hyundai i20,2017,615000.0,Third Party,18.6,1197.0,81.83,114.7,5
Diesel,Hatchback,83873.0,Manual,1,Maruti,Maruti Baleno,2018,746000.0,Zero Dep,27.39,1248.0,74.0,190.0,5
Diesel,Sedan,120000.0,Manual,2,Skoda,Skoda Rapid,2012,370000.0,Third Party insurance,20.5,1598.0,103.5,250.0,5
Petrol,Sedan,93059.0,Manual,2,Hyundai,Hyundai Verna,2016,667000.0,Comprehensive,17.01,1591.0,121.3,154.9,5
Petrol,Hatchback,45681.0,Manual,1,Maruti,Maruti Baleno,2017,634000.0,Zero Dep,21.4,1197.0,83.1,115.0,5
Petrol,Hatchback,45938.0,Manual,2,Honda,Honda Jazz,2017,579000.0,Comprehensive,18.7,1199.0,88.7,110.0,5
Petrol,Hatchback,40000.0,Manual,1,Maruti,Maruti Baleno,2018,509999.99999999994,Third Party insurance,21.4,1197.0,83.1,115.0,5
Petrol,Hatchback,57423.0,Manual,2,Maruti,Maruti Swift,2018,634000.0,Third Party insurance,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,60942.0,Automatic,1,Hyundai,Hyundai Grand i10,2015,527000.0,Third Party,18.9,1197.0,82.0,114.0,5
Petrol,SUV,70000.0,Automatic,1,Hyundai,Hyundai Creta,2018,900000.0,Third Party insurance,13.0,1591.0,121.3,151.0,5
Diesel,SUV,80000.0,Manual,2,Jeep,Jeep Compass,2018,1500000.0,Third Party insurance,17.1,1956.0,170.0,350.0,5
Diesel,SUV,19875.0,Automatic,1,Citroen,Citroen C5 Aircross,2021,3000000.0,Comprehensive,18.6,1997.0,174.33,400.0,5
Petrol,Hatchback,10000.0,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,650000.0,Third Party insurance,20.7,1197.0,81.86,113.8,5
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2012,965000.0,Third Party insurance,12.99,2494.0,100.0,200.0,7
Petrol,SUV,20000.0,Automatic,1,Volkswagen,Volkswagen Tiguan,2022,3600000.0,Third Party insurance,12.65,1984.0,187.74,320.0,5
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2013,400000.0,Third Party insurance,22.32,1582.0,126.32,259.8,5
Petrol,Sedan,50000.0,Manual,1,Fiat,Fiat Linea,2009,300000.0,Third Party insurance,16.0,1368.0,90.0,115.0,5
Diesel,Sedan,30000.0,Automatic,1,BMW,BMW 3 Series GT,2018,3400000.0,Third Party insurance,21.76,1995.0,188.0,400.0,5
Petrol,Hatchback,14949.0,Manual,1,Hyundai,Hyundai i20,2020,982000.0,Zero Dep,20.0,998.0,118.36,171.62,5
Petrol,Hatchback,77995.0,Automatic,1,Maruti,Maruti Baleno,2017,674000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Petrol,SUV,20000.0,Manual,1,Tata,Tata Nexon,2021,810000.0,Third Party insurance,17.33,1199.0,118.35,170.0,5
Petrol,Sedan,40908.0,Manual,1,Maruti,Maruti Ciaz,2020,792000.0,Comprehensive,20.65,1462.0,103.25,138.0,5
Petrol,Hatchback,39693.0,Automatic,2,Hyundai,Hyundai Grand i10,2016,513000.0,Comprehensive,18.9,1197.0,82.0,114.0,5
Petrol,Sedan,40000.0,Manual,1,Hyundai,Hyundai Verna,2010,360000.0,Third Party insurance,16.2,1599.0,103.2,14.9,5
Petrol,Hatchback,63411.0,Manual,1,Maruti,Maruti Swift,2016,579000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Swift,2018,550000.0,Third Party insurance,22.0,1197.0,81.8,113.0,5
Petrol,Hatchback,94221.0,Manual,2,Hyundai,Hyundai Grand i10,2014,383000.0,Comprehensive,18.9,1197.0,82.0,114.0,5
Petrol,Hatchback,93975.0,Manual,1,Hyundai,Hyundai i20,2017,605000.0,Third Party insurance,18.6,1197.0,81.83,114.7,5
Petrol,SUV,30000.0,Manual,1,Mahindra,Mahindra XUV300,2019,985000.0,Third Party insurance,16.82,1197.0,108.62,200.0,5
Petrol,Hatchback,30155.0,Manual,2,Volkswagen,Volkswagen Polo,2020,935000.0,Third Party,18.24,999.0,108.62,175.0,5
Petrol,Hatchback,59006.0,Manual,2,Volkswagen,Volkswagen Polo,2016,675000.0,Third Party insurance,16.47,1198.0,74.0,110.0,5
Petrol,Hatchback,100000.0,Manual,4,Maruti,Maruti Zen,2004,135000.0,Third Party insurance,17.3,993.0,60.0,78.0,5
Petrol,SUV,18570.0,Automatic,1,Tata,Tata Nexon,2022,1345000.0,Third Party,16.35,1199.0,118.36,170.0,5
Diesel,MUV,48246.0,Manual,1,Toyota,Toyota Innova Crysta,2021,2365000.0,Comprehensive,12.0,2393.0,148.0,343.0,7
Diesel,Sedan,10000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,3200000.0,Third Party insurance,19.27,1496.0,170.0,400.0,5
Diesel,Hatchback,61263.0,Manual,1,Maruti,Maruti Baleno,2016,734000.0,Third Party insurance,27.39,1248.0,74.0,190.0,5
Petrol,SUV,65507.0,Manual,2,Honda,Honda WR-V,2017,701000.0,Third Party,17.5,1199.0,88.7,110.0,5
Diesel,SUV,100000.0,Manual,1,Renault,Renault Duster,2014,535000.0,Third Party insurance,20.46,1461.0,83.8,200.0,5
Petrol,SUV,26158.0,Manual,1,Honda,Honda WR-V,2017,789000.0,Comprehensive,17.5,1199.0,88.7,110.0,5
Petrol,Hatchback,35250.0,Manual,1,Maruti,Maruti Swift,2015,548000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Diesel,SUV,65965.0,Manual,1,Mahindra,Mahindra Quanto,2012,350000.0,Comprehensive,17.21,1493.0,100.0,240.0,7
Petrol,Hatchback,40304.0,Manual,2,Maruti,Maruti Celerio,2015,476999.99999999994,Comprehensive,25.24,998.0,65.71,89.0,5
Diesel,SUV,80000.0,Automatic,1,Land Rover,Land Rover Freelander 2,2013,1525000.0,Comprehensive,12.35,2179.0,187.74,420.0,5
Petrol,Hatchback,56661.0,Manual,1,Maruti,Maruti Swift,2014,515000.00000000006,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,90213.0,Manual,2,Hyundai,Hyundai i20,2016,562000.0,Comprehensive,18.6,1197.0,81.83,114.7,5
Petrol,Sedan,70000.0,Manual,3,Volkswagen,Volkswagen Vento,2010,345000.0,Third Party insurance,15.04,1598.0,103.6,153.0,5
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2013,475000.0,Third Party insurance,22.32,1582.0,126.32,259.8,5
Petrol,SUV,10000.0,Manual,2,Nissan,Nissan Magnite,2021,670000.0,Third Party insurance,18.75,999.0,71.02,96.0,5
Petrol,Hatchback,20739.0,Automatic,1,Honda,Honda Jazz,2021,950000.0,Comprehensive,17.1,1199.0,88.5,110.0,5
Petrol,Hatchback,20000.0,Manual,2,Hyundai,Hyundai i20,2020,700000.0,Third Party insurance,18.6,1197.0,81.86,117.0,5
Petrol,Sedan,70000.0,Manual,1,Opel,OpelCorsa,2004,80000.0,Third Party insurance,14.2,1389.0,88.0,110.0,5
Petrol,SUV,10000.0,Automatic,1,Mahindra,Mahindra Thar,2021,1500000.0,Third Party insurance,15.2,1997.0,150.0,320.0,4
Diesel,Sedan,60000.0,Manual,3,Chevrolet,Chevrolet Cruze,2009,370000.0,Third Party insurance,18.3,1991.0,147.9,327.0,5
Diesel,Sedan,10000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,3200000.0,Third Party insurance,19.27,1496.0,170.0,400.0,5
Diesel,Hatchback,70000.0,Manual,1,Hyundai,Hyundai i20,2015,550000.0,Third Party insurance,22.54,1396.0,88.73,219.7,5
Petrol,Hatchback,47127.0,Manual,2,Hyundai,Hyundai i20,2015,581000.0,Comprehensive,18.6,1197.0,81.83,114.7,5
Petrol,Hatchback,47038.0,Manual,1,Maruti,Maruti Swift,2017,582000.0,Comprehensive,20.4,1197.0,81.8,113.0,5
Petrol,Sedan,120000.0,Manual,3,Honda,Honda City,2007,185000.0,Third Party insurance,17.7,1497.0,78.0,12.7,5
Petrol,Hatchback,40769.0,Manual,1,Hyundai,Hyundai Grand i10,2018,531000.0,Third Party,18.9,1197.0,81.86,113.75,5
Petrol,Hatchback,34757.0,Manual,1,Hyundai,Hyundai Grand i10,2017,558000.0,Comprehensive,18.9,1197.0,81.86,113.75,5
Petrol,Hatchback,88119.0,Automatic,2,Hyundai,Hyundai Grand i10,2016,508000.0,Comprehensive,18.9,1197.0,82.0,114.0,5
Diesel,SUV,120000.0,Automatic,1,Toyota,Toyota Fortuner,2015,2060000.0000000002,Third Party insurance,12.55,2982.0,168.5,360.0,7
Petrol,Hatchback,57176.0,Manual,1,Hyundai,Hyundai Grand i10,2017,542000.0,Third Party,18.9,1197.0,81.86,113.75,5
Petrol,Hatchback,62223.0,Manual,2,Maruti,Maruti Swift,2015,501000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,MUV,55000.0,Manual,1,Maruti,Maruti Ertiga,2018,875000.0,Third Party insurance,19.34,1462.0,103.0,138.0,7
Petrol,Minivans,63251.0,Manual,1,Maruti,Maruti Eeco,2018,484999.99999999994,Comprehensive,16.11,1196.0,72.41,98.0,5
Petrol,Hatchback,20000.0,Manual,3,Hyundai,Hyundai i10,2010,300000.0,Third Party insurance,20.36,1197.0,78.9,111.7,5
Diesel,Sedan,60000.0,Manual,3,Chevrolet,Chevrolet Cruze,2009,350000.0,Third Party insurance,18.3,1991.0,147.9,327.0,5
Diesel,SUV,20000.0,Automatic,1,Citroen,Citroen C5 Aircross,2021,3250000.0,Third Party insurance,18.6,1997.0,174.33,400.0,5
Petrol,Sedan,80000.0,Manual,2,Ford,Ford Ikon,2004,55000.0,Third Party insurance,14.2,1597.0,92.0,130.0,5
Petrol,Hatchback,40000.0,Automatic,1,Hyundai,Hyundai Grand i10,2018,630000.0,Third Party insurance,18.9,1197.0,81.86,113.75,5
Diesel,SUV,20000.0,Automatic,1,Tata,Tata New Safari,2022,2475000.0,Third Party insurance,14.08,1956.0,167.67,350.0,7
Petrol,Hatchback,67444.0,Manual,1,Hyundai,Hyundai i20,2012,417000.0,Third Party insurance,18.5,1197.0,82.85,113.7,5
Petrol,Hatchback,63837.0,Automatic,2,Maruti,Maruti Baleno,2016,631000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Diesel,MUV,61000.0,Manual,2,Mahindra,Mahindra Xylo,2012,465000.00000000006,Comprehensive,14.0,2498.0,112.0,260.0,7
Petrol,Hatchback,60777.0,Manual,1,Maruti,Maruti Swift,2016,544000.0,Third Party insurance,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,39248.0,Manual,2,Maruti,Maruti Baleno,2016,704000.0,Third Party insurance,21.4,1197.0,83.1,115.0,5
Diesel,Sedan,66000.0,Automatic,1,BMW,BMW 5 Series,2014,1975000.0,Comprehensive,18.12,1995.0,190.0,400.0,5
Petrol,Hatchback,96198.0,Manual,1,Honda,Honda Brio,2015,359000.0,Comprehensive,19.4,1198.0,86.8,109.0,5
Petrol,Sedan,50000.0,Automatic,2,Honda,Honda City,2013,520000.0,Third Party insurance,16.8,1497.0,116.4,146.0,5
Petrol,Hatchback,81207.0,Manual,3,Maruti,Maruti Wagon R,2015,335000.0,Comprehensive,20.51,998.0,67.04,90.0,5
Petrol,Hatchback,48148.0,Manual,1,Maruti,Maruti Swift,2021,766000.0,Third Party,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,120000.0,Manual,1,Maruti,Maruti Celerio,2015,350000.0,Third Party insurance,23.1,998.0,67.04,90.0,5
Diesel,Sedan,90000.0,Manual,3,Tata,Tata Zest,2018,480000.0,Third Party insurance,20.65,1248.0,88.7,190.0,5
Diesel,SUV,60000.0,Manual,2,Mahindra,Mahindra Thar,2017,822000.0000000001,Third Party insurance,18.06,2523.0,63.0,182.5,7
Petrol,Sedan,120000.0,Manual,4,Fiat,Fiat Linea,2009,190000.0,Third Party insurance,16.0,1368.0,90.0,115.0,5
Petrol,Sedan,70000.0,Automatic,3,Honda,Honda New Accord,2008,600000.0,Third Party insurance,11.7,2354.0,177.6,222.0,5
Diesel,SUV,30000.0,Manual,1,Mahindra,Mahindra XUV300,2022,994999.9999999999,Third Party insurance,20.1,1497.0,115.05,300.0,5
Petrol,Hatchback,30000.0,Manual,3,Maruti,Maruti Omni,2001,120000.0,Third Party insurance,14.0,796.0,35.0,6.1,8
Diesel,SUV,120000.0,Manual,2,Nissan,Nissan Terrano,2013,575000.0,Third Party insurance,19.01,1461.0,108.5,248.0,5
Diesel,SUV,64389.0,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2018,3795000.0000000005,Comprehensive,17.9,2143.0,167.6,400.0,5
Petrol,Hatchback,60000.0,Manual,2,Maruti,Maruti Alto 800,2014,260000.0,Third Party insurance,22.74,796.0,47.3,69.0,5
Petrol,Hatchback,67245.0,Manual,1,Maruti,Maruti Swift,2015,539000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,Sedan,30518.0,Automatic,2,Hyundai,Hyundai Verna,2018,1006000.0,Zero Dep,17.0,1591.0,121.3,151.0,5
Diesel,Sedan,102407.0,Manual,1,Maruti,Maruti Ciaz,2018,796000.0,Third Party,28.09,1248.0,88.5,200.0,5
Petrol,Hatchback,53606.0,Manual,1,Hyundai,Hyundai i20,2015,636000.0,Zero Dep,18.6,1197.0,81.83,114.7,5
Diesel,SUV,90000.0,Manual,1,Skoda,Skoda Yeti,2015,1400000.0,Third Party insurance,17.67,1968.0,138.1,320.0,5
Petrol,Hatchback,44253.0,Manual,2,Maruti,Maruti Baleno,2016,615000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Cng,Minivans,40000.0,Manual,1,Maruti,Maruti Eeco,2021,500000.0,Third Party insurance,20.88,1196.0,61.68,85.0,5
Petrol,Hatchback,34702.0,Manual,1,Tata,Tata Tiago,2021,718000.0,Third Party,19.01,1199.0,84.82,113.0,5
Petrol,Hatchback,42762.0,Manual,1,Maruti,Maruti Swift,2012,436000.00000000006,Third Party,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Alto K10,2015,280000.0,Third Party insurance,23.95,998.0,67.05,90.0,5
Petrol,MUV,30000.0,Automatic,1,Renault,Renault Triber,2022,780000.0,Third Party insurance,18.2,999.0,71.01,96.0,7
Diesel,SUV,80000.0,Automatic,2,Mahindra,Mahindra XUV500,2016,900000.0,Third Party insurance,16.0,1997.0,140.0,320.0,7
Cng,MUV,20000.0,Manual,1,Maruti,Maruti Ertiga,2022,1300000.0,Third Party insurance,26.11,1462.0,86.63,121.5,7
Cng,Sedan,50000.0,Manual,2,Maruti,Maruti SX4,2014,300000.0,Third Party insurance,22.1,1586.0,85.7,122.0,5
Petrol,Sedan,28000.0,Automatic,1,Jaguar,Jaguar XE,2019,3675000.0,Comprehensive,13.5,1999.0,246.74,365.0,5
Petrol,Sedan,40000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,670000.0,Third Party insurance,21.21,1197.0,81.8,113.0,5
Petrol,Hatchback,10000.0,Manual,1,Maruti,Maruti Baleno,2020,900000.0,Third Party insurance,21.01,1197.0,81.8,113.0,5
Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Baleno,2016,600000.0,Third Party insurance,21.4,1197.0,83.1,115.0,5
Petrol,Hatchback,110000.0,Manual,4,Chevrolet,Chevrolet Spark,2008,110000.00000000001,Third Party insurance,18.0,995.0,62.0,90.3,5
Petrol,Hatchback,57459.0,Manual,1,Hyundai,Hyundai i20,2016,605000.0,Third Party insurance,18.6,1197.0,81.83,114.7,5
Petrol,Hatchback,70381.0,Manual,1,Hyundai,Hyundai Grand i10,2017,559000.0,Zero Dep,18.9,1197.0,81.86,113.75,5
Diesel,Hatchback,90000.0,Manual,3,Volkswagen,Volkswagen Polo,2012,268000.0,Third Party insurance,22.07,1199.0,73.9,180.0,5
Petrol,Sedan,80648.0,Manual,1,Maruti,Maruti Ciaz,2020,780000.0,Comprehensive,20.65,1462.0,103.25,138.0,5
Petrol,SUV,81853.0,Manual,2,Hyundai,Hyundai Creta,2016,864000.0,Comprehensive,13.0,1591.0,121.3,151.0,5
Petrol,Hatchback,40000.0,Manual,1,Hyundai,Hyundai Santro Xing,2009,240000.0,Third Party insurance,17.92,1086.0,62.1,96.1,5
Petrol,Hatchback,90802.0,Manual,1,Honda,Honda Brio,2012,341000.0,Comprehensive,19.4,1198.0,86.8,109.0,5
Petrol,Hatchback,40000.0,Manual,1,Hyundai,Hyundai Santro Xing,2009,240000.0,Third Party insurance,17.92,1086.0,62.1,96.1,5
Petrol,Hatchback,16502.0,Manual,1,Hyundai,Hyundai Santro,2021,513000.0,Zero Dep,20.3,1086.0,68.05,99.0,5
Petrol,Hatchback,31530.0,Manual,1,Maruti,Maruti Ignis,2021,661000.0,Third Party,20.89,1197.0,81.8,113.0,5
Diesel,MUV,120000.0,Manual,2,Maruti,Maruti Ertiga,2017,800000.0,Third Party insurance,24.52,1248.0,88.5,200.0,7
Diesel,Hatchback,80000.0,Manual,2,Maruti,Maruti Swift,2015,520000.0,Third Party insurance,25.2,1248.0,74.0,190.0,5
Petrol,Sedan,71086.0,Automatic,1,Honda,Honda City,2014,600000.0,Comprehensive,18.0,1497.0,117.3,145.0,5
Diesel,Hatchback,110000.0,Manual,2,Maruti,Maruti Ritz,2011,300000.0,Third Party insurance,21.1,1248.0,73.9,113.0,5
Diesel,SUV,50000.0,Automatic,1,Ford,Ford Endeavour,2020,3750000.0,Comprehensive,10.91,3198.0,197.0,470.0,7
Petrol,Hatchback,18000.0,Automatic,1,Hyundai,Hyundai i20 N Line,2021,1295000.0,Comprehensive,20.25,998.0,118.41,172.0,5
Petrol,Sedan,60000.0,Manual,2,Honda,Honda City,2014,630000.0,Third Party insurance,17.4,1497.0,117.3,145.0,5
Diesel,MUV,120000.0,Manual,3,Chevrolet,Chevrolet Tavera,2016,475000.0,Third Party insurance,13.58,2499.0,72.4,171.0,10
Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i10,2011,275000.0,Third Party insurance,20.36,1197.0,78.9,111.8,5
Petrol,Hatchback,25000.0,Automatic,4,Honda,Honda Jazz,2016,575000.0,Comprehensive,19.0,1199.0,88.7,110.0,5
Petrol,Hatchback,69210.0,Manual,1,Honda,Honda Brio,2012,338000.0,Third Party,19.4,1198.0,86.8,109.0,5
Petrol,Hatchback,71165.0,Manual,2,Honda,Honda Jazz,2018,604000.0,Comprehensive,18.7,1199.0,88.7,110.0,5
Petrol,SUV,10000.0,Automatic,1,BMW,BMW X7,2022,13000000.0,Third Party insurance,10.54,2998.0,335.25,450.0,7
Diesel,Sedan,86543.0,Manual,3,Maruti,Maruti Swift Dzire,2010,327000.0,Third Party insurance,19.3,1248.0,73.9,190.0,5
Petrol,Hatchback,67225.0,Automatic,1,Maruti,Maruti Baleno,2016,621000.0,Third Party,21.4,1197.0,83.1,115.0,5
Diesel,Hatchback,100000.0,Manual,3,Tata,Tata Indica V2,2017,240000.0,Third Party insurance,25.0,1396.0,69.0,140.0,5
Petrol,Hatchback,16247.0,Manual,1,Hyundai,Hyundai Grand i10,2018,621000.0,Zero Dep,18.9,1197.0,81.86,113.75,5
Petrol,Sedan,80000.0,Manual,2,Mahindra Renault,Mahindra Renault Logan,2007,140000.0,Third Party insurance,15.7,1390.0,75.0,11.0,5
Petrol,Hatchback,39481.0,Automatic,2,Maruti,Maruti Baleno,2017,708000.0,Zero Dep,21.4,1197.0,83.1,115.0,5
Petrol,Hatchback,61227.0,Manual,2,Maruti,Maruti Celerio,2018,443000.0,Third Party,25.24,998.0,65.71,89.0,5
Petrol,Sedan,80000.0,Manual,4,Honda,Honda City,2006,180000.0,Third Party insurance,17.7,1497.0,78.0,12.7,5
Diesel,SUV,112521.0,Manual,1,Renault,Renault Duster,2016,700000.0,Comprehensive,19.01,1461.0,108.45,248.0,5
Diesel,SUV,20000.0,Manual,1,MG,MG Hector,2020,1800000.0,Third Party insurance,17.41,1956.0,167.68,350.0,5
Petrol,Sedan,20000.0,Automatic,1,Honda,Honda City,2021,1450000.0,Third Party insurance,18.3,1498.0,119.35,145.0,5
Petrol,Sedan,60000.0,Manual,2,Volkswagen,Volkswagen Ameo,2016,520000.0,Third Party insurance,17.0,1198.0,73.75,110.0,5
Petrol,Hatchback,40000.0,Manual,2,Tata,Tata Tiago,2018,470000.0,Third Party insurance,23.84,1199.0,84.0,114.0,5
Diesel,SUV,50000.0,Manual,1,Renault,Renault Duster,2016,600000.0,Third Party insurance,19.64,1461.0,108.45,245.0,5
Diesel,SUV,100000.0,Automatic,2,Audi,Audi Q3,2016,1850000.0,Third Party insurance,15.17,1968.0,181.0,380.0,5
Electric,Hatchback,20000.0,Automatic,2,Mahindra,Mahindra e2o Plus,2017,459999.99999999994,Third Party insurance,140.0,72.0,40.0,91.0,4
Petrol,Sedan,110000.0,Manual,2,Opel,OpelCorsa,2003,75000.0,Third Party insurance,13.8,1589.0,93.0,126.0,5
Petrol,Hatchback,63359.0,Manual,2,Maruti,Maruti Baleno,2017,649000.0,Third Party,21.4,1197.0,83.1,115.0,5
Diesel,Hatchback,125227.0,Manual,2,Hyundai,Hyundai i20,2017,657000.0,Zero Dep,22.54,1396.0,88.73,219.7,5
Diesel,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2012,420000.0,Third Party insurance,22.07,1199.0,73.9,180.0,5
Diesel,Hatchback,71884.0,Manual,2,Maruti,Maruti Swift,2015,629000.0,Third Party insurance,25.2,1248.0,74.0,190.0,5
Petrol,Hatchback,79059.0,Manual,2,Honda,Honda Brio,2012,322000.0,Third Party insurance,19.4,1198.0,86.8,109.0,5
Petrol,Hatchback,80000.0,Manual,2,Maruti,Maruti Baleno,2016,620000.0,Third Party insurance,21.4,1197.0,83.1,115.0,5
Petrol,Hatchback,69124.0,Manual,1,Maruti,Maruti Swift,2013,434999.99999999994,Third Party,22.38,1197.0,88.5,113.0,5
Diesel,MUV,120000.0,Manual,4,Toyota,Toyota Innova,2012,960000.0,Third Party insurance,12.99,2494.0,100.0,200.0,8
Petrol,Hatchback,73340.0,Manual,1,Maruti,Maruti Ritz,2010,317000.0,Comprehensive,18.5,1197.0,85.8,114.0,5
Petrol,Hatchback,44268.0,Manual,2,Hyundai,Hyundai Grand i10,2017,574000.0,Comprehensive,18.9,1197.0,81.86,113.75,5
Petrol,Hatchback,10000.0,Manual,1,Citroen,Citroen C3,2022,780000.0,Third Party insurance,19.3,1198.0,80.46,115.0,5
Petrol,Hatchback,60000.0,Manual,1,Honda,Honda Jazz,2018,800000.0,Third Party insurance,18.7,1199.0,88.7,110.0,5
Petrol,Sedan,30000.0,Manual,1,Honda,Honda City,2020,925000.0,Third Party insurance,18.6,1498.0,119.35,145.0,5
Petrol,Sedan,50000.0,Manual,1,Maruti,Maruti Ciaz,2017,775000.0,Third Party insurance,20.73,1373.0,91.1,130.0,5
Petrol,Hatchback,80000.0,Manual,2,Tata,Tata Nano,2011,70000.0,Third Party insurance,26.0,624.0,35.0,4.8,4
Diesel,SUV,70000.0,Manual,2,Renault,Renault Duster,2014,500000.0,Third Party insurance,19.01,1461.0,108.45,248.0,5
Diesel,Sedan,120000.0,Manual,2,Maruti,Maruti Swift Dzire,2009,350000.0,Third Party insurance,19.3,1248.0,73.9,190.0,5
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2012,1125000.0,Third Party insurance,12.99,2494.0,100.0,200.0,7
Petrol,Sedan,20000.0,Automatic,2,Honda,Honda Amaze,2020,830000.0000000001,Third Party insurance,18.3,1199.0,88.76,110.0,5
Diesel,SUV,37354.0,Automatic,1,Kia,Kia Seltos,2020,1475000.0,Third Party,17.8,1493.0,113.42,250.0,5
Diesel,SUV,80426.0,Manual,2,Mahindra,Mahindra XUV500,2014,834000.0,Comprehensive,15.1,2179.0,140.0,330.0,7
Petrol,Sedan,89801.0,Manual,1,Maruti,Maruti Ciaz,2016,674000.0,Comprehensive,20.73,1373.0,91.1,130.0,5
Petrol,Sedan,120000.0,Manual,4,Opel,OpelCorsa,2004,65000.0,Third Party insurance,14.2,1389.0,88.0,110.0,5
Petrol,Hatchback,69199.0,Manual,2,Hyundai,Hyundai Grand i10,2019,547000.0,Zero Dep,18.9,1197.0,81.86,113.75,5
Petrol,Hatchback,78249.0,Manual,3,Maruti,Maruti Swift,2012,413000.0,Third Party insurance,22.38,1197.0,88.5,113.0,5
Diesel,MUV,26918.0,Manual,1,Toyota,Toyota Innova Crysta,2018,2325000.0,Comprehensive,13.68,2393.0,147.8,343.0,8
Petrol,Hatchback,29905.0,Manual,1,Maruti,Maruti Swift,2021,709000.0,Zero Dep,22.38,1197.0,88.5,113.0,5
Diesel,MUV,37678.0,Automatic,2,Toyota,Toyota Innova Crysta,2018,2295000.0,Comprehensive,11.36,2755.0,171.5,360.0,7
Petrol,Hatchback,60442.0,Manual,2,Honda,Honda Jazz,2017,528000.0,Comprehensive,18.7,1199.0,88.7,110.0,5
Diesel,SUV,66463.0,Manual,1,Renault,Renault Duster,2014,691000.0,Comprehensive,20.45,1461.0,83.8,200.0,5
Petrol,Sedan,40844.0,Automatic,1,Skoda,Skoda Rapid,2020,1145000.0,Comprehensive,16.24,999.0,108.62,175.0,5
Petrol,Hatchback,30000.0,Automatic,1,Maruti,Maruti Swift,2021,800000.0,Third Party insurance,21.21,1197.0,81.8,113.0,5
Petrol,Sedan,44000.0,Manual,1,Ford,Ford Aspire,2017,550000.0,Comprehensive,18.16,1196.0,86.8,112.0,5
Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i20,2012,400000.0,Third Party insurance,18.5,1197.0,80.0,11.4,5
Diesel,Hatchback,120000.0,Manual,1,Tata,Tata Indica V2,2012,130000.0,Third Party insurance,25.0,1396.0,69.0,140.0,5
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2012,375000.0,Third Party insurance,22.32,1582.0,126.32,259.8,5
Petrol,Sedan,40000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,650000.0,Third Party insurance,21.21,1197.0,81.8,113.0,5
Petrol,SUV,10000.0,Automatic,1,Jeep,Jeep Compass,2021,2550000.0,Third Party insurance,14.1,1368.0,160.77,250.0,5
Petrol,Hatchback,79415.0,Manual,1,Maruti,Maruti Baleno,2016,609000.0,Zero Dep,21.4,1197.0,83.1,115.0,5
Diesel,Sedan,88411.0,Automatic,1,Maruti,Maruti Swift Dzire,2017,678000.0,Zero Dep,26.59,1248.0,74.0,190.0,5
Diesel,Sedan,120000.0,Manual,4,Volkswagen,Volkswagen Vento,2011,375000.0,Third Party insurance,20.54,1598.0,103.6,250.0,5
Diesel,Hatchback,106516.0,Manual,1,Maruti,Maruti Swift,2012,449000.0,Third Party,22.9,1248.0,74.0,190.0,5
